"weight","contraceptive_any","contraceptive_modern","unmet_need","REGNAME","age","marst","edattain","chsurv","chborn","urban","activity","floor","walls","roof","water","electricity","toilet","religion","language","relate","fuelcook","ethnicity","literacy","tobacco","occupation"
1.813684,"0","0","0","Western Area Urban","40-44","Never in union","No education","0-4","0-4","Urban","Worked","Finished","Other","Finished","Public tap","Yes","Facility","Christian","Krio","Head","Wood-based","Creole","No","No","Sales"
1.813684,"0","0","1","Western Area Urban","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Other","Finished","Public tap","Yes","Facility","Islam","Krio","Niece","Wood-based","Limba","Yes","No","Did not work"
1.813684,"1","1","0","Western Area Urban","35-39","Separated","No education","0-4","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Krio","Daughter","Other","Limba","No","No","Did not work"
1.813684,"0","0","1","Western Area Urban","40-44","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Krio","Wife","Wood-based","Other","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","30-34","Married","Complete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Krio","Daughter","Wood-based","Temne","Yes","No","Sales"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Krio","Sister","Wood-based","Mende","No","No","Did not work"
0.752885,"1","1","0","Western Area Rural","25-29","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Piped","Yes","Facility","Christian","Krio","Other","Wood-based","Temne","Yes","No","Sales"
0.752885,"0","0","1","Western Area Rural","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Other","Daughter","Wood-based","Koranko","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","20-24","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Other","Granddaughter","Wood-based","Koranko","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Piped","No","Facility","Islam","Other","Granddaughter","Wood-based","Koranko","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","30-34","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Niece","Wood-based","Mende","Yes","No","Sales"
0.752885,"1","1","0","Western Area Rural","30-34","Married","No education","0-4","5+","Urban","Worked","Finished","Other","Finished","Piped","Yes","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
0.752885,"1","1","0","Western Area Rural","25-29","Never in union","Complete secondary","0-4","0-4","Urban","Did not work","Finished","Other","Finished","Piped","Yes","Facility","Islam","Krio","Other","Wood-based","Sherbro","Yes","No","Did not work"
0.752885,"1","1","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Other","Finished","Piped","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"1","1","0","Western Area Rural","35-39","Married","No education","5+","5+","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Did not work"
0.752885,"0","0","1","Western Area Rural","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Temne","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"0","0","1","Western Area Rural","35-39","Married","Incomplete primary","0-4","5+","Urban","Worked","Finished","Other","Finished","Public tap","Yes","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","Yes","Sales"
0.752885,"0","0","1","Western Area Rural","30-34","Living with partner","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Temne","Wife","Wood-based","Temne","Yes","Yes","Sales"
0.752885,"0","0","0","Western Area Rural","30-34","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","30-34","Never in union","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Daughter","Wood-based","Mende","Yes","No","Professional/technical/managerial"
0.752885,"0","0","0","Western Area Rural","20-24","Never in union","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Other","Wood-based","Mende","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Mende","Other","Wood-based","Mende","No","No","Sales"
0.752885,"0","0","0","Western Area Rural","20-24","Married","Higher than secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Krio","Wife","Electricity","Creole","Yes","No","Did not work"
0.752885,"0","0","0","Western Area Rural","35-39","Separated","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Sachet or bottled water","Yes","Facility","Christian","Mende","Head","Wood-based","Mende","Yes","No","Professional/technical/managerial"
0.752885,"1","1","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Other","Finished","Piped","No","Facility","Christian","Krio","Sister","Wood-based","Mende","No","No","Professional/technical/managerial"
0.752885,"0","0","0","Western Area Rural","30-34","Separated","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","Yes","Facility","Christian","Mende","Head","Wood-based","Mende","Yes","No","Sales"
0.752885,"1","1","0","Western Area Rural","45-49","Married","No education","5+","5+","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Wife","Wood-based","Mende","No","No","Professional/technical/managerial"
0.752885,"0","0","0","Western Area Rural","15-19","Never in union","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Sales"
0.752885,"0","0","1","Western Area Rural","20-24","Never in union","Incomplete secondary","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","Yes","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.752885,"0","0","1","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Professional/technical/managerial"
0.752885,"0","0","0","Western Area Rural","25-29","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.752885,"0","0","0","Western Area Rural","25-29","Married","Higher than secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Christian","Krio","Daughter","Wood-based","Temne","Yes","No","Professional/technical/managerial"
0.752885,"0","0","1","Western Area Rural","20-24","Married","Incomplete secondary","0-4","0-4","Urban","Worked","Finished","Rudimentary/Finished","Finished","Unprotected spring","Yes","Facility","Islam","Temne","Wife","Wood-based","Temne","Yes","No","Sales"
0.752885,"0","0","1","Western Area Rural","40-44","Married","No education","5+","5+","Urban","Worked","Finished","Other","Finished","Public tap","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Sales"
0.752885,"0","0","1","Western Area Rural","20-24","Married","Incomplete primary","0-4","0-4","Urban","Did not work","Finished","Other","Finished","Public tap","No","Facility","Christian","Other","Head","Wood-based","Koranko","No","No","Did not work"
0.752885,"0","0","0","Western Area Rural","30-34","Married","No education","0-4","0-4","Urban","Did not work","Finished","Rudimentary/Finished","Finished","Public tap","Yes","Facility","Islam","Other","Wife","Wood-based","Fullah","No","No","Did not work"
0.671954,"1","1","0","Moyamba","20-24","Never in union","Higher than secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","No facility","Christian","Krio","Daughter","Wood-based","Temne","Yes","No","Professional/technical/managerial"
0.671954,"0","0","0","Moyamba","40-44","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","No","No","Agricultural"
0.671954,"0","0","0","Moyamba","20-24","Never in union","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Sales"
0.671954,"1","1","0","Moyamba","45-49","Married","No education","5+","5+","Rural","Worked","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Temne","Head","Wood-based","Sherbro","No","No","Agricultural"
0.671954,"1","1","0","Moyamba","15-19","Never in union","Incomplete secondary","0-4","0-4","Rural","Did not work","Finished","Rudimentary/Finished","Finished","Protected well","No","Facility","Islam","Krio","Daughter","Wood-based","Temne","Yes","No","Did not work"
0.671954,"0","0","0","Moyamba","35-39","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","Wife","Wood-based","Sherbro","Yes","No","Sales"
0.671954,"0","0","0","Moyamba","15-19","Married","Incomplete primary","0-4","0-4","Rural","Did not work","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Temne","Wife","Wood-based","Temne","No","No","Did not work"
0.671954,"0","0","1","Moyamba","20-24","Married","Incomplete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","Yes","No","Agricultural"
0.671954,"0","0","0","Moyamba","30-34","Married","Incomplete primary","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Agricultural"
0.671954,"0","0","0","Moyamba","25-29","Never in union","No education","0-4","0-4","Rural","Worked","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Islam","Temne","In-law","Unknown","Temne","No","No","Agricultural"
0.671954,"1","0","0","Moyamba","30-34","Separated","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Head","Wood-based","Temne","No","No","Sales"
0.671954,"0","0","1","Moyamba","30-34","Married","No education","5+","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Protected well","No","No facility","Islam","Krio","Wife","Wood-based","Temne","No","No","Agricultural"
0.671954,"0","0","0","Moyamba","40-44","Married","No education","0-4","0-4","Rural","Worked","Natural","Rudimentary/Finished","Finished","Surface water","No","Facility","Islam","Temne","In-law","Wood-based","Temne","No","Yes","Agricultural"
0.671954,"0","0","1","Moyamba","20-24","Never in union","Complete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Christian","Krio","Daughter","Wood-based","Temne","Yes","No","Professional/technical/managerial"
0.671954,"1","1","0","Moyamba","20-24","Never in union","Complete secondary","0-4","0-4","Rural","Worked","Finished","Rudimentary/Finished","Finished","Public tap","No","Facility","Islam","Krio","Other","Wood-based","Temne","Yes","No","Sales"
0.671954,"0","0","0","Moyamba","45-49","Married","No education","5+","5+","Rural","Worked","Natural","Rudimentary/Finished","Finished","Unprotected well","No","Facility","Islam","Krio","Wife","Wood-based","Temne","No","No","Agricultural"
